const short level2_map0[150][10] = {
{ 1, 2, 0, 0, 0, 0, 0, 16, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 12, 13, 4, 5, 8, 9, 0, 0, 0 },
{ 0, 14, 15, 6, 7, 10, 11, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 17, 18, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 19, 20, 0, 0 },
{ 0, 20, 21, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 22, 23, 0, 0, 0, 0, 0, 0, 12 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 14 },
{ 0, 0, 0, 0, 1, 2, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 16, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 12, 13, 4, 5 },
{ 0, 0, 0, 0, 0, 0, 14, 15, 6, 7 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 1, 2, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 16 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 20, 21, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 22, 23, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 12 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 14 },
{ 17, 18, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 19, 20, 0, 0, 1, 2, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 16, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 12 },
{ 0, 12, 13, 4, 5, 8, 9, 0, 0, 14 },
{ 0, 14, 15, 6, 7, 10, 11, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 1, 2 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 20, 21, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 22, 23, 0, 0, 0, 0, 16, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 17, 18, 0, 0 },
{ 0, 1, 2, 0, 0, 0, 19, 20, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 16 },
{ 0, 16, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
